House_ID,House_Type,Area_sqft,Number_of_Rooms,Family_Members,Adults,Children,Senior_Citizens,Work_From_Home,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Hours,TV_Hours,Laptop_Hours,Lighting_Hours_Per_Room,Washing_Machine_Usage,Water_Motor_Hours,Microwave_Usage_Hours,Geyser_Usage_Hours,EV_Charging,Solar_Panel,Battery_Backup,Outdoor_Temperature,Humidity,Season,Month,Day_of_Week,Is_Weekend,Is_Holiday,Peak_Hour_Usage,Electricity_Rate,Daily_Electricity_Consumption_kWh
H00506,Independent House,1434,5,3,1,2,0,0,6.54,11.73,24,3.44,0.24,7.15,1,0.46,0.11,0.0,0,0,0,40.4,38.7,Summer,4,Tuesday,0,0,0,29.56,17.33
H00507,Apartment,782,2,4,2,1,1,0,6.01,9.24,24,7.4,4.23,7.64,1,2.08,0.18,0.81,0,0,0,37.4,45.9,Summer,4,Saturday,1,1,0,17.62,16.87
H00508,Apartment,638,1,1,1,0,0,0,6.55,9.55,24,2.08,1.69,5.03,0,0.9,0.2,0.0,1,0,0,42.9,41.1,Summer,5,Friday,0,0,0,17.4,20.32
H00509,Independent House,1572,4,2,1,0,1,0,0.0,5.86,24,2.93,3.11,6.23,0,1.47,0.25,0.33,0,0,0,13.9,66.0,Winter,11,Friday,0,0,0,20.58,6.68
H00510,Apartment,678,1,4,1,2,1,1,2.79,10.03,24,6.47,5.63,9.19,1,0.14,0.52,0.0,0,0,1,26.3,44.7,Spring,2,Thursday,0,0,1,27.72,9.92
H00511,Apartment,825,2,4,3,0,1,1,8.84,7.43,24,7.53,9.42,8.23,1,1.34,0.18,0.68,0,1,1,,57.8,Summer,6,Sunday,1,0,0,22.5,15.01
H00512,Apartment,932,2,2,2,0,0,1,0.0,6.66,24,6.08,6.1,9.57,1,1.22,0.38,0.86,0,0,1,14.0,62.7,Winter,1,Monday,0,1,0,26.56,7.97
H00513,Apartment,970,2,3,1,2,0,1,0.0,8.2,24,7.77,10.4,8.15,1,1.44,0.39,0.14,0,0,0,23.3,58.3,Autumn,7,Sunday,1,1,0,21.83,7.43
H00514,Apartment,835,2,4,2,1,1,0,0.0,5.12,24,8.35,3.48,8.95,1,1.27,0.32,1.43,0,0,0,13.2,66.4,Winter,11,Saturday,1,0,0,19.68,9.14
H00515,Independent House,1553,4,4,3,1,0,1,0.0,5.63,24,6.05,5.93,7.01,1,0.65,0.41,1.05,0,1,0,14.8,34.2,Winter,11,Wednesday,0,0,1,14.91,6.36
H00516,Villa,2355,6,2,2,0,0,0,0.27,5.5,24,2.16,5.28,9.69,0,2.07,0.08,1.82,0,0,0,13.9,63.1,Winter,1,Friday,0,0,1,22.58,11.25
H00517,Independent House,942,2,4,2,1,1,0,5.77,13.69,24,4.86,2.64,7.31,1,1.37,0.41,0.06,0,0,0,41.8,63.8,Summer,5,Friday,0,0,0,20.9,16.03
H00518,Independent House,1149,4,6,3,2,1,1,0.8,5.51,24,10.65,5.9,7.21,1,1.34,0.16,0.4,0,1,0,25.2,37.5,Autumn,8,Saturday,1,0,0,25.64,7.54
H00519,Apartment,1044,3,2,2,0,0,0,4.74,4.24,24,4.37,3.54,4.62,0,2.0,0.15,0.21,0,0,0,27.1,55.1,Autumn,10,Thursday,0,0,0,22.29,12.71
H00520,Apartment,945,2,3,3,0,0,0,2.64,7.12,24,6.69,2.17,7.51,1,0.78,0.62,0.68,1,0,0,24.5,70.6,Spring,3,Saturday,1,0,1,27.39,19.52
H00521,Villa,2922,8,2,1,0,1,0,1.68,4.29,24,5.21,2.82,7.3,0,0.9,0.58,1.16,0,0,0,13.2,37.0,Winter,1,Wednesday,0,0,1,22.99,12.53
H00522,Apartment,882,3,2,1,1,0,1,0.0,7.64,24,4.81,7.09,5.1,0,0.99,0.1,1.69,0,1,0,15.5,28.4,Winter,11,Thursday,0,0,0,19.86,6.29
H00523,Independent House,1505,5,4,2,2,0,0,5.1,11.1,24,5.75,1.94,7.57,0,0.66,0.07,0.19,0,1,0,36.1,53.6,Summer,6,Sunday,1,0,0,21.79,9.19
H00524,Apartment,874,2,3,3,0,0,0,0.83,5.54,24,3.48,1.42,5.54,1,0.68,0.0,0.49,0,0,0,20.3,53.6,Autumn,10,Sunday,1,0,1,19.53,6.47
H00525,Apartment,1338,3,2,2,0,0,1,4.78,8.66,24,5.82,7.3,7.41,1,1.65,0.66,0.34,1,0,0,36.3,55.9,Summer,4,Monday,0,0,0,22.6,23.54
H00526,Apartment,900,2,4,3,1,0,0,4.26,9.33,24,3.68,4.23,6.64,0,1.56,0.11,0.27,0,0,0,35.6,67.2,Summer,4,Friday,0,0,0,16.89,12.84
H00527,Independent House,956,2,4,2,2,0,0,1.87,6.53,24,2.71,2.77,7.73,1,0.79,0.25,0.56,0,0,0,26.2,59.9,Autumn,10,Wednesday,0,1,0,20.97,9.02
H00528,Independent House,1147,3,2,1,1,0,0,2.02,8.34,24,5.65,2.38,6.97,1,1.82,0.16,1.11,0,0,1,28.4,54.5,Spring,3,Sunday,1,0,0,24.11,12.64
H00529,Apartment,1248,3,5,3,2,0,0,2.72,3.7,24,4.82,2.44,8.97,0,1.46,0.34,0.16,0,0,0,28.6,72.9,Autumn,10,Monday,0,0,0,22.55,10.94
H00530,Villa,2557,7,3,2,0,1,1,2.21,5.95,24,5.44,9.74,8.97,1,1.47,0.26,0.4,0,0,0,26.1,61.9,Autumn,7,Monday,0,1,1,25.62,13.11
H00531,Apartment,810,2,2,1,1,0,0,2.86,9.14,24,3.33,3.78,3.53,0,1.25,0.21,0.0,0,0,1,34.6,,Summer,6,Saturday,1,1,0,20.41,8.96
H00532,Villa,2498,7,2,1,1,0,0,0.88,1.3,24,4.62,2.5,4.72,1,1.67,0.15,0.0,1,1,0,21.2,54.6,Autumn,9,Tuesday,0,0,0,20.76,9.33
H00533,Apartment,1460,5,4,2,2,0,1,9.31,13.78,24,3.97,7.22,8.09,1,1.29,0.39,0.0,0,0,0,40.0,64.7,Summer,6,Thursday,0,0,0,19.55,21.28
H00534,Independent House,1652,5,2,2,0,0,1,0.11,6.67,24,6.52,6.28,6.6,1,0.17,0.17,0.69,0,0,0,18.7,62.6,Winter,1,Friday,0,0,1,26.26,7.27
H00535,Independent House,1812,5,1,1,0,0,1,2.7,7.24,24,4.16,7.83,6.13,0,0.92,0.38,0.48,0,0,0,27.1,56.1,Spring,2,Tuesday,0,0,1,25.66,11.79
H00536,Apartment,867,3,2,2,0,0,1,1.17,6.58,24,3.86,6.88,7.43,0,1.16,0.51,0.0,0,0,0,28.3,81.7,Spring,2,Thursday,0,0,0,18.6,7.97
H00537,Independent House,1546,5,2,2,0,0,0,0.79,6.71,24,2.7,7.84,5.33,1,0.69,0.23,0.56,0,0,0,21.6,94.8,Autumn,7,Thursday,0,0,0,22.23,7.95
H00538,Apartment,1247,3,3,2,0,1,0,1.59,5.03,24,3.24,3.6,9.22,1,1.33,0.34,0.0,0,0,1,24.7,56.2,Spring,2,Thursday,0,0,1,23.64,9.25
H00539,Independent House,1821,5,1,1,0,0,0,1.97,5.53,24,2.0,4.36,5.62,0,0.83,0.31,0.49,0,0,1,19.5,40.6,Autumn,9,Tuesday,0,0,1,17.07,9.2
H00540,Independent House,1626,4,3,3,0,0,0,2.73,9.51,24,5.16,1.18,10.12,1,1.91,0.26,0.42,0,0,0,27.3,46.1,Autumn,10,Tuesday,0,1,0,25.15,12.91
H00541,Independent House,1521,5,5,2,2,1,0,3.24,8.73,24,4.28,3.18,7.76,0,1.45,0.49,0.0,0,0,0,26.1,68.6,Spring,3,Wednesday,0,0,0,20.51,12.74
H00542,Apartment,827,2,3,1,2,0,1,1.65,7.77,24,4.44,6.23,9.51,1,1.48,0.45,0.5,0,0,0,24.7,56.0,Autumn,9,Friday,0,0,0,21.45,11.09
H00543,Independent House,1550,4,5,3,2,0,0,0.0,6.08,24,3.51,2.63,9.04,1,1.39,0.01,0.81,0,0,0,20.9,39.2,Autumn,10,Thursday,0,0,1,25.02,8.97
H00544,Independent House,888,2,5,2,2,1,1,1.54,7.82,24,6.94,6.33,8.26,1,1.19,0.43,0.82,0,0,0,12.1,50.8,Winter,1,Sunday,1,0,0,13.54,11.22
H00545,Independent House,1481,5,3,1,2,0,1,5.37,7.78,24,5.49,7.1,8.56,1,2.13,0.03,0.1,0,0,0,39.0,42.3,Summer,6,Thursday,0,0,1,22.19,16.59
H00546,Villa,2381,6,4,2,2,0,0,2.77,5.0,24,3.98,4.98,7.0,1,1.34,0.52,0.44,0,0,0,22.3,48.8,Autumn,9,Wednesday,0,0,0,22.42,12.95
H00547,Independent House,1522,5,2,1,0,1,0,0.0,1.48,24,3.24,5.82,7.37,0,0.96,0.19,0.68,1,0,0,10.5,46.8,Winter,11,Thursday,0,0,1,24.17,13.43
H00548,Independent House,1399,4,4,2,2,0,1,1.45,8.13,24,5.57,8.19,9.66,1,1.4,0.17,1.31,0,0,0,16.9,64.4,Winter,1,Thursday,0,0,1,22.25,12.67
H00549,Independent House,1353,3,2,1,1,0,0,2.53,3.9,24,6.16,3.62,8.99,0,1.15,0.37,0.97,0,0,0,28.7,50.6,Spring,2,Saturday,1,0,0,18.99,10.91
H00550,Independent House,1445,4,3,2,1,0,0,0.0,4.29,24,3.1,2.81,10.63,1,1.58,0.52,0.0,0,0,0,20.9,39.3,Autumn,8,Friday,0,0,0,19.07,7.59
H00551,Independent House,1816,6,3,1,1,1,0,5.45,8.66,24,4.72,4.03,7.93,1,1.41,0.55,0.0,0,0,0,35.4,56.9,Summer,5,Wednesday,0,0,1,22.52,17.39
H00552,Apartment,689,2,3,2,1,0,0,1.77,2.8,24,3.72,5.37,9.4,1,1.83,0.21,0.37,0,1,0,27.7,36.3,Spring,2,Wednesday,0,0,0,25.42,6.89
H00553,Apartment,678,1,4,2,2,0,0,2.63,8.69,24,3.8,4.43,7.69,1,1.68,0.34,1.16,0,0,0,18.7,60.7,Winter,11,Thursday,0,0,0,25.64,12.73
H00554,Independent House,1510,5,2,1,1,0,0,1.13,6.99,24,3.55,3.89,3.44,1,1.07,0.22,0.0,0,0,0,21.3,59.3,Autumn,7,Wednesday,0,0,0,19.85,7.57
H00555,Apartment,1057,4,2,1,1,0,0,3.16,3.19,24,5.54,0.42,3.13,1,1.43,0.47,0.26,0,0,0,28.1,38.6,Spring,3,Monday,0,0,0,27.07,10.44
H00556,Apartment,1067,3,2,1,1,0,1,0.64,4.82,24,5.26,5.56,7.63,0,0.78,0.23,1.04,0,0,0,14.4,46.2,Winter,12,Thursday,0,0,0,,7.97
H00557,Apartment,966,2,4,2,2,0,0,4.25,3.64,24,2.23,2.04,8.42,1,1.35,0.29,0.82,0,0,1,22.5,63.6,Autumn,9,Thursday,0,0,1,17.97,13.72
H00558,Apartment,499,1,6,3,2,1,0,3.07,5.69,24,4.7,6.17,6.6,1,1.1,0.23,1.76,0,0,0,15.8,66.3,Winter,11,Wednesday,0,0,1,14.52,14.33
H00559,Apartment,906,3,5,3,2,0,0,3.34,2.24,24,6.02,5.19,8.44,1,1.34,0.14,0.43,0,1,0,24.9,44.7,Spring,3,Saturday,1,0,0,23.91,9.09
H00560,Apartment,553,2,1,1,0,0,1,1.35,7.24,24,3.85,7.13,7.13,0,0.45,0.2,0.26,0,0,0,26.6,92.6,Autumn,9,Sunday,1,0,1,21.6,7.06
H00561,Independent House,1256,4,2,1,0,1,1,2.99,8.52,24,4.43,6.83,5.17,0,2.39,0.27,0.0,0,0,0,26.8,53.9,Autumn,9,Sunday,1,0,0,17.64,12.26
H00562,Independent House,1147,4,4,3,0,1,0,4.16,9.45,24,2.28,4.31,8.43,1,1.29,0.45,0.42,0,1,1,38.4,46.6,Summer,4,Wednesday,0,0,1,20.89,10.77
H00563,Independent House,1354,3,1,1,0,0,1,1.76,10.71,24,5.34,8.06,4.84,0,1.22,0.27,0.1,0,0,1,25.0,59.6,Autumn,9,Thursday,0,0,0,23.93,8.34
H00564,Independent House,1516,5,3,1,2,0,0,0.55,7.57,24,2.37,3.84,6.27,0,0.53,0.21,0.65,0,0,0,23.6,38.9,Autumn,9,Friday,0,0,0,22.65,7.76
H00565,Apartment,847,2,3,1,2,0,0,2.74,11.04,24,5.92,2.62,7.82,1,1.23,0.03,0.6,0,0,1,27.4,45.6,Autumn,9,Tuesday,0,0,0,24.95,11.59
H00566,Independent House,1205,3,5,2,2,1,0,1.8,7.78,24,8.24,3.11,9.48,1,1.16,0.4,0.46,0,0,0,26.6,60.0,Autumn,7,Saturday,1,0,0,18.13,10.39
H00567,Independent House,1685,4,3,1,2,0,1,0.0,6.19,24,4.77,4.43,5.85,1,1.49,0.56,1.2,0,0,0,12.8,50.6,Winter,1,Friday,0,0,0,25.57,9.8
H00568,Apartment,1091,3,2,1,1,0,0,0.65,3.93,24,2.73,4.87,4.95,0,1.37,0.48,0.85,0,0,0,11.2,59.1,Winter,1,Wednesday,0,0,0,24.4,8.19
H00569,Apartment,843,3,4,3,0,1,1,1.47,7.15,24,7.98,6.86,7.6,1,1.11,0.35,0.0,0,0,0,29.3,54.0,Autumn,8,Sunday,1,0,1,22.63,8.73
H00570,Apartment,947,3,2,1,1,0,0,0.0,7.34,24,2.5,5.99,7.24,0,0.89,0.23,0.57,0,0,0,12.7,63.4,Winter,1,Monday,0,0,0,21.95,6.41
H00571,Apartment,880,3,2,1,1,0,1,2.36,9.57,24,4.84,4.55,7.63,1,1.32,0.06,0.3,0,1,0,28.8,57.0,Spring,3,Friday,0,0,1,18.29,8.64
H00572,Independent House,2064,6,1,1,0,0,0,1.62,5.5,24,5.38,4.0,5.29,1,0.72,0.19,0.74,0,0,0,22.8,54.5,Autumn,10,Saturday,1,0,0,24.08,10.16
H00573,Villa,2901,9,3,1,1,1,0,6.75,12.03,24,2.41,4.4,3.42,1,1.41,0.38,0.0,0,0,0,40.7,52.5,Summer,5,Wednesday,0,0,0,18.5,17.65
H00574,Apartment,849,2,2,1,0,1,1,5.16,13.14,24,3.52,3.99,4.09,0,2.1,0.33,0.94,0,0,1,42.2,32.3,Summer,5,Wednesday,0,0,1,19.64,16.49
H00575,Apartment,895,3,3,3,0,0,1,2.14,3.6,24,4.76,8.64,8.65,0,0.76,0.36,0.52,0,0,0,7.6,40.7,Winter,12,Friday,0,0,0,21.94,10.89
H00576,Apartment,572,1,6,3,2,1,1,2.38,7.53,24,5.35,6.51,9.8,1,1.56,0.38,0.59,0,1,0,23.9,18.6,Spring,2,Thursday,0,0,0,21.03,8.47
H00577,Apartment,1038,3,5,3,2,0,0,1.1,8.93,24,4.37,8.41,8.23,1,0.92,0.48,0.47,0,1,0,23.2,48.1,Autumn,8,Monday,0,0,0,21.53,6.62
H00578,Apartment,1037,2,2,2,0,0,1,4.69,5.95,24,5.37,6.89,4.34,0,1.91,0.12,0.78,0,0,1,30.5,62.7,Spring,3,Tuesday,0,1,0,21.42,14.96
H00579,Apartment,730,3,4,1,2,1,0,2.81,11.14,24,2.99,5.13,8.29,1,1.23,0.0,0.0,0,1,0,39.3,53.8,Summer,5,Friday,0,0,1,23.83,9.03
H00580,Apartment,865,3,3,2,1,0,0,1.82,6.87,24,7.22,4.09,6.09,1,1.6,0.18,0.17,0,0,0,19.8,56.2,Autumn,7,Saturday,1,0,0,27.43,9.79
H00581,Apartment,892,3,3,3,0,0,1,1.66,7.61,24,5.68,7.98,9.03,1,1.22,0.35,0.74,0,1,0,15.7,65.2,Winter,1,Wednesday,0,0,0,19.21,8.59
H00582,Apartment,985,3,4,2,2,0,0,0.0,7.43,24,2.73,4.77,8.81,1,0.45,0.41,1.31,0,0,1,12.0,62.5,Winter,11,Friday,0,0,1,24.18,8.02
H00583,Independent House,1775,5,3,3,0,0,0,8.85,9.62,24,4.6,4.45,5.87,1,1.0,0.16,0.57,1,0,0,40.1,27.2,Summer,5,Saturday,1,0,0,20.11,27.66
H00584,Villa,2678,7,3,2,1,0,0,1.02,8.65,24,6.55,4.1,3.45,1,0.81,0.32,0.31,0,0,0,25.3,34.1,Spring,3,Sunday,1,0,0,23.06,8.04
H00585,Villa,2825,9,4,2,2,0,0,0.0,6.35,24,5.44,3.47,8.38,1,0.14,0.18,0.8,0,0,1,20.1,54.2,Autumn,9,Wednesday,0,0,0,,10.71
H00586,Apartment,1166,3,3,3,0,0,1,5.65,8.68,24,8.58,6.27,9.9,1,0.63,0.46,0.05,0,0,0,36.6,27.8,Summer,5,Saturday,1,0,1,23.93,15.17
H00587,Apartment,849,2,2,1,1,0,0,0.0,4.69,24,7.82,4.12,7.73,1,1.42,0.39,0.64,0,0,1,18.3,67.6,Winter,11,Sunday,1,0,0,19.25,7.2
H00588,Apartment,972,3,1,1,0,0,1,4.0,7.91,24,5.88,7.78,7.84,0,1.87,0.0,0.56,0,0,0,28.0,69.1,Autumn,10,Saturday,1,0,0,24.7,14.04
H00589,Villa,2923,8,4,3,1,0,0,1.25,4.06,24,2.33,2.55,8.42,1,1.97,0.25,0.81,0,0,0,11.2,84.3,Winter,12,Wednesday,0,0,1,20.36,12.9
H00590,Villa,2729,7,2,1,0,1,1,5.12,7.09,24,3.1,6.11,5.64,0,1.42,0.1,0.2,0,0,0,28.0,30.8,Autumn,7,Thursday,0,0,1,20.54,14.93
H00591,Apartment,1036,3,3,1,2,0,1,0.0,8.44,24,5.03,4.14,4.74,1,2.03,0.59,0.57,0,0,1,16.0,35.0,Spring,2,Monday,0,0,1,17.6,8.26
H00592,Apartment,1227,4,3,2,0,1,0,7.95,7.15,24,5.49,4.17,8.24,1,0.95,0.25,0.48,0,1,0,35.8,55.7,Summer,4,Sunday,1,0,0,18.57,15.79
H00593,Apartment,836,3,1,1,0,0,0,4.84,9.11,24,1.34,2.55,6.17,0,0.21,0.22,0.34,0,1,0,34.7,52.1,Summer,4,Monday,0,0,1,27.54,9.43
H00594,Independent House,1874,5,3,2,1,0,0,1.96,6.04,24,3.59,4.08,7.84,1,1.44,0.31,0.94,0,0,0,22.7,58.6,Autumn,10,Sunday,1,0,0,24.73,12.09
H00595,Independent House,2019,5,3,3,0,0,0,2.84,8.42,24,2.7,5.25,8.64,0,0.97,0.21,0.78,0,1,0,26.2,62.8,Spring,2,Monday,0,0,0,20.35,9.12
H00596,Apartment,654,1,1,1,0,0,0,0.0,4.27,24,5.06,2.6,3.18,1,1.41,0.3,0.76,0,0,1,16.4,72.6,Winter,1,Thursday,0,0,0,20.63,6.58
H00597,Apartment,810,2,2,1,1,0,0,0.27,6.34,24,4.9,3.31,4.25,0,0.66,0.49,0.57,0,0,0,22.1,19.3,Autumn,10,Tuesday,0,0,0,23.98,6.23
H00598,Apartment,1021,3,2,2,0,0,1,7.79,7.29,24,5.7,7.42,7.56,1,0.79,0.35,0.08,0,0,0,41.5,52.8,Summer,5,Monday,0,1,1,27.39,18.63
H00599,Apartment,433,2,4,3,1,0,0,5.44,12.23,24,3.45,3.66,8.92,1,1.35,0.57,0.25,0,0,1,40.6,53.2,Summer,6,Thursday,0,0,1,21.45,15.58
H00600,Independent House,978,2,1,1,0,0,1,6.97,11.68,24,3.55,8.94,6.19,0,1.46,0.31,0.76,0,0,1,39.8,27.7,Summer,4,Thursday,0,0,0,26.6,18.33
H00601,Apartment,1017,3,3,1,2,0,1,1.51,3.67,24,4.81,7.36,6.79,1,0.73,0.36,1.09,0,0,1,22.2,62.6,Autumn,8,Wednesday,0,0,0,17.83,11.3
H00602,Independent House,1885,6,4,2,2,0,1,5.77,7.74,24,8.57,7.69,7.87,1,1.69,0.23,0.02,1,0,1,34.3,46.6,Summer,4,Sunday,1,0,0,12.69,25.05
H00603,Independent House,1297,3,2,1,1,0,1,0.0,6.33,24,7.36,7.81,7.25,1,1.23,0.3,0.13,0,0,1,13.7,53.4,Winter,12,Saturday,1,0,0,19.25,6.42
H00604,Independent House,1275,3,3,3,0,0,0,0.0,5.77,24,5.63,5.08,5.77,1,1.54,0.26,0.59,0,0,0,23.8,78.3,Autumn,7,Tuesday,0,0,0,20.71,7.44
H00605,Apartment,1419,5,6,3,2,1,0,0.79,7.72,24,4.16,3.57,7.28,1,1.45,0.19,0.47,0,0,0,22.7,39.9,Spring,3,Friday,0,0,0,27.68,10.0
H00606,Independent House,1644,4,5,3,2,0,0,4.69,7.25,24,5.28,2.83,9.63,0,1.34,0.59,0.08,0,0,1,26.3,52.6,Autumn,7,Wednesday,0,0,0,22.86,14.68
H00607,Independent House,2309,7,2,2,0,0,1,3.39,5.37,24,5.12,4.69,6.24,0,1.29,0.08,0.42,0,0,0,27.9,40.6,Spring,2,Tuesday,0,0,0,11.14,12.97
H00608,Independent House,1564,4,4,2,2,0,0,3.61,7.24,24,5.31,1.56,7.47,0,1.82,0.25,0.92,0,0,0,25.3,42.7,Spring,2,Sunday,1,0,1,23.26,13.63
H00609,Apartment,813,3,4,2,2,0,0,3.72,7.31,24,4.74,2.28,5.66,1,1.58,0.32,0.0,0,0,0,28.7,56.4,Spring,3,Monday,0,0,0,20.4,11.01
H00610,Apartment,570,1,1,1,0,0,0,0.32,10.29,24,4.05,1.11,8.11,1,0.73,0.0,0.88,1,0,0,14.2,87.3,Winter,12,Thursday,0,0,1,19.0,14.2
H00611,Apartment,1048,3,3,3,0,0,1,3.23,9.52,24,6.9,7.42,6.29,1,1.36,0.13,0.09,0,0,0,26.8,31.1,Spring,2,Monday,0,0,1,15.85,11.76
H00612,Apartment,1371,4,2,1,1,0,1,9.35,10.9,24,6.82,6.93,6.21,1,0.67,0.46,0.0,1,0,1,39.7,62.5,Summer,6,Saturday,1,0,1,30.17,30.77
H00613,Apartment,1094,3,4,2,1,1,0,0.29,5.36,24,3.43,2.32,7.22,0,1.53,0.11,1.86,0,0,0,15.6,82.3,Winter,11,Thursday,0,1,0,16.62,9.47
H00614,Independent House,1635,5,4,3,1,0,0,0.0,7.55,24,4.45,5.66,9.02,1,0.7,0.3,1.13,0,0,1,15.1,81.7,Winter,11,Thursday,0,0,0,20.41,9.38
H00615,Apartment,1202,4,2,2,0,0,1,1.6,2.68,24,3.14,6.31,6.13,1,0.82,0.41,0.0,1,0,0,25.7,65.6,Spring,3,Thursday,0,0,1,20.88,15.1
H00616,Independent House,1748,4,3,2,1,0,1,0.24,5.8,24,3.56,6.78,8.86,0,1.01,0.26,0.2,1,1,0,27.7,62.0,Autumn,10,Thursday,0,0,1,24.28,10.92
H00617,Villa,2857,9,4,2,2,0,1,1.29,8.62,24,7.08,7.57,8.34,0,1.19,0.31,1.0,0,0,0,16.4,26.8,Winter,11,Sunday,1,0,1,18.15,14.28
H00618,Apartment,683,1,2,1,1,0,0,0.65,8.4,24,2.01,0.93,6.71,1,1.28,0.25,0.27,0,1,0,29.6,60.3,Spring,2,Friday,0,0,0,19.63,4.35
H00619,Independent House,1558,4,3,1,1,1,0,1.08,3.29,24,5.93,4.13,5.39,1,1.01,0.36,0.0,0,1,1,24.5,37.7,Autumn,8,Saturday,1,1,0,24.22,5.28
H00620,Independent House,1435,4,2,1,0,1,1,0.11,2.71,24,2.94,5.72,5.78,1,1.43,0.48,1.09,0,0,0,13.6,37.7,Winter,11,Thursday,0,0,0,22.28,8.78
H00621,Apartment,913,3,5,3,2,0,0,3.19,6.1,24,5.5,3.28,7.73,1,1.61,0.02,0.31,0,0,0,27.8,80.5,Autumn,7,Friday,0,0,0,19.98,12.28
H00622,Apartment,944,2,2,1,1,0,0,3.5,6.33,24,2.83,3.16,7.67,1,1.37,0.12,0.41,0,0,0,24.1,26.3,Spring,3,Monday,0,0,0,22.12,12.03
H00623,Apartment,1203,3,5,3,2,0,0,0.0,7.55,24,6.25,3.28,9.99,1,0.41,0.06,0.66,1,0,0,10.5,72.3,Winter,12,Wednesday,0,0,0,21.4,14.37
H00624,Apartment,1073,4,1,1,0,0,0,1.01,5.02,24,1.55,3.16,4.15,0,1.94,0.0,0.14,0,0,0,26.4,67.5,Spring,2,Monday,0,0,0,20.13,6.2
H00625,Apartment,660,1,4,2,2,0,0,5.66,12.84,24,4.39,2.78,6.43,1,1.21,0.2,0.96,0,0,1,39.9,61.3,Summer,4,Thursday,0,0,0,21.64,15.1
H00626,Independent House,1666,5,4,3,0,1,0,6.58,10.03,24,3.98,5.64,7.22,1,0.99,0.25,0.46,0,0,0,37.6,63.0,Summer,6,Friday,0,0,0,18.33,18.96
H00627,Apartment,986,3,4,2,2,0,1,0.81,7.07,24,5.43,9.92,7.4,1,2.12,0.36,0.2,0,0,0,24.3,51.9,Spring,2,Wednesday,0,0,0,24.5,9.28
H00628,Independent House,1613,5,2,1,1,0,0,0.0,4.84,24,6.48,4.92,5.23,0,2.1,0.3,1.35,0,0,0,12.5,62.5,Winter,1,Saturday,1,0,0,21.22,9.0
H00629,Apartment,915,2,5,3,1,1,0,1.99,4.21,24,8.39,3.26,10.54,1,1.17,0.53,1.09,0,0,0,13.5,31.5,Winter,11,Saturday,1,0,0,24.83,12.42
H00630,Apartment,672,1,3,2,1,0,0,0.0,6.43,24,6.98,3.01,6.52,0,1.12,0.28,0.79,0,0,0,16.1,33.6,Winter,1,Saturday,1,0,1,18.68,6.85
H00631,Independent House,1374,4,2,1,1,0,1,4.02,6.82,24,3.41,9.69,6.71,1,0.64,0.48,0.72,0,1,0,38.2,42.2,Summer,5,Saturday,1,0,0,21.23,10.42
H00632,Apartment,1068,4,3,3,0,0,0,0.33,12.12,24,4.12,4.47,7.89,1,1.49,0.35,0.34,0,0,0,32.6,36.6,Summer,5,Monday,0,0,0,21.86,8.88
H00633,Apartment,631,2,5,3,2,0,0,8.71,10.77,24,1.54,5.54,6.62,0,0.48,0.42,0.32,0,0,0,39.8,57.7,Summer,5,Tuesday,0,0,1,20.97,18.05
H00634,Apartment,953,2,5,3,2,0,0,2.33,4.13,24,5.66,3.3,8.15,1,1.21,0.33,0.12,0,0,0,26.1,80.2,Spring,3,Wednesday,0,0,1,19.82,9.2
H00635,Apartment,1094,4,4,3,1,0,1,4.48,7.62,24,7.32,9.93,6.15,1,1.01,0.0,0.03,0,0,0,28.7,68.1,Autumn,7,Saturday,1,0,1,24.09,14.44
H00636,Independent House,1374,3,4,3,0,1,1,3.6,7.52,24,7.22,8.75,7.82,1,0.87,0.19,0.08,0,0,0,21.5,75.3,Autumn,10,Tuesday,0,0,0,24.34,12.88
H00637,Independent House,1507,4,3,3,0,0,0,1.6,9.54,24,1.92,1.73,7.51,1,0.38,0.14,0.1,0,1,0,30.7,55.2,Spring,2,Friday,0,0,0,20.56,5.46
H00638,Apartment,849,3,1,1,0,0,1,4.32,5.99,24,3.23,7.14,7.3,0,1.5,0.35,0.32,0,0,0,28.7,42.6,Spring,3,Friday,0,0,0,19.66,12.72
H00639,Apartment,1025,2,3,3,0,0,0,2.73,8.95,24,4.07,2.14,8.85,1,0.66,0.48,0.38,0,0,1,28.6,34.1,Autumn,8,Wednesday,0,0,0,25.97,10.6
H00640,Apartment,861,2,4,3,1,0,1,8.08,8.72,24,5.33,7.13,6.27,1,1.09,0.22,0.0,0,0,0,42.5,61.5,Summer,4,Thursday,0,0,0,19.07,18.92
H00641,Apartment,819,3,5,3,2,0,0,0.0,1.99,24,5.19,3.5,8.55,1,1.37,0.21,0.03,0,0,0,23.1,72.9,Autumn,9,Friday,0,0,1,21.45,6.79
H00642,Apartment,1100,3,5,3,2,0,1,1.25,7.73,24,8.27,5.43,10.12,1,1.57,0.04,0.06,0,0,0,22.4,49.0,Autumn,10,Wednesday,0,0,0,18.59,9.41
H00643,Independent House,1930,5,3,1,2,0,0,1.27,7.13,24,2.01,4.46,7.58,1,1.29,0.2,0.35,0,1,1,34.5,49.9,Summer,5,Friday,0,0,0,20.88,7.37
