House_ID,Area_sqft,Number_of_Rooms,Family_Members,Adults,Children,Senior_Citizens,Work_From_Home,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Hours,TV_Hours,Laptop_Hours,Lighting_Hours_Per_Room,Washing_Machine_Usage,Water_Motor_Hours,Microwave_Usage_Hours,Geyser_Usage_Hours,EV_Charging,Solar_Panel,Battery_Backup,Outdoor_Temperature,Humidity,Month,Is_Weekend,Is_Holiday,Peak_Hour_Usage,Electricity_Rate,Daily_Electricity_Consumption_kWh,House_Type_Independent House,House_Type_Villa,Season_Spring,Season_Summer,Season_Winter,Day_of_Week_Monday,Day_of_Week_Saturday,Day_of_Week_Sunday,Day_of_Week_Thursday,Day_of_Week_Tuesday,Day_of_Week_Wednesday,Total_Appliance_Hours,Power_Usage_Index,Appliance_Density,Weather_Severity_Index,Occupancy_Score,Appliance_Load_Score,Peak_Load_Interaction,Temperature_Category_Extreme,Temperature_Category_Hot,Temperature_Category_Mild,Temperature_Category_Warm,Lifestyle_Category_Small_Household,Lifestyle_Category_Standard_Household,Lifestyle_Category_WFH_Large_Family,Lifestyle_Category_WFH_Small_Household
H00411,1038,2,4,3,0,1,0,1.73,8.71,24,5.35,2.07,7.23,1,0.91,0.64,0.04,1,0,0,32.8,48.1,2,0,0,0,18.63,15.43,0,0,1,0,0,0,0,0,1,0,0,19.45,5.43795,18.73795761078998,7.749999999999997,4.0,10,0.0,0,0,0,1,0,1,0,0
H00412,1131,4,3,3,0,0,0,0.0,7.86,24,3.74,0.64,7.9,1,1.39,0.28,0.88,0,0,0,16.6,56.7,12,0,0,0,22.42,8.21,0,0,0,0,1,0,0,0,1,0,0,14.790000000000003,4.1404,13.07692307692308,4.449999999999999,3.0,4,0.0,0,0,1,0,0,1,0,0
H00413,1359,3,4,3,1,0,0,3.84,7.77,24,4.8,3.92,9.61,1,1.2,0.48,0.91,0,0,1,23.4,76.8,10,0,0,0,17.48,15.23,1,0,0,0,0,1,0,0,0,0,0,22.919999999999998,10.35395,16.865342163355407,3.659999999999999,4.0,7,0.0,0,0,1,0,0,1,0,0
H00414,878,3,5,3,2,0,0,3.21,3.7,24,6.72,2.85,9.32,1,1.49,0.14,0.56,0,0,0,23.4,49.2,7,1,0,1,18.1,12.98,0,0,0,0,0,0,0,1,0,0,0,18.669999999999998,8.341,21.26423690205011,1.0599999999999987,6.0,7,3.77,0,0,1,0,0,0,0,0
H00415,829,2,2,1,1,0,0,4.47,6.84,24,4.12,4.44,6.73,1,1.04,0.32,0.0,0,0,1,37.5,79.3,5,0,0,0,23.75,12.32,0,0,0,1,0,0,0,0,0,0,0,21.23,9.0604,25.609167671893847,13.78,2.0,5,0.0,0,1,0,0,1,0,0,0
H00416,861,3,5,2,2,1,1,1.47,7.95,24,5.48,7.33,11.83,1,1.67,0.45,0.46,0,0,1,24.7,53.1,3,0,0,1,25.13,11.52,0,0,1,0,0,0,0,0,0,1,0,24.81,6.50155,28.81533101045296,2.1999999999999997,6.5,7,1.93,0,0,1,0,0,0,1,0
H00417,1503,5,1,1,0,0,0,2.57,5.67,24,6.57,5.9,9.17,1,0.59,0.22,0.2,0,0,1,21.7,44.5,9,1,0,0,22.75,11.0,1,0,0,0,0,0,0,1,0,0,0,21.72,6.39775,14.451097804391216,0.7600000000000006,1.2,7,0.0,0,0,1,0,1,0,0,0
H00418,818,2,1,1,0,0,0,8.09,10.8,24,1.89,5.52,5.63,0,1.34,0.32,0.5,0,0,1,42.8,77.3,4,0,0,0,21.89,18.45,0,0,0,1,0,1,0,0,0,0,0,28.46,15.8542,34.79217603911981,17.289999999999996,1.0,6,0.0,1,0,0,0,1,0,0,0
H00419,700,3,3,1,2,0,1,0.4,3.7,24,4.74,5.52,6.49,1,1.64,0.51,0.61,1,0,0,22.8,52.7,8,0,0,0,21.35,15.37,0,0,0,0,0,0,0,0,0,1,0,17.12,4.7447,24.45714285714286,0.8300000000000007,3.9000000000000004,10,0.0,0,0,1,0,0,0,0,1
H00420,883,3,4,2,2,0,0,3.0,7.36,24,4.81,2.11,8.79,1,0.61,0.18,0.21,0,0,1,21.2,56.9,10,0,0,1,26.54,11.42,1,0,0,0,0,0,0,0,0,0,1,18.279999999999998,6.753099999999999,20.702151755379386,1.2500000000000004,4.0,7,3.21,0,0,1,0,0,1,0,0
H00421,651,2,5,3,2,0,0,1.05,1.14,24,5.9,5.59,8.34,1,1.65,0.42,0.0,0,0,0,20.6,82.2,10,0,0,0,19.98,8.09,0,0,0,0,0,0,0,0,0,1,0,15.75,4.3274,24.193548387096772,4.199999999999999,5.0,5,0.0,0,0,1,0,0,0,0,0
H00422,1374,4,3,3,0,0,1,6.0,8.57,24,8.35,7.29,8.72,1,1.2,0.27,0.38,0,0,0,34.8,47.1,4,1,0,0,21.88,17.11,1,0,0,1,0,0,0,1,0,0,0,32.06,12.89915,23.333333333333336,9.249999999999996,4.5,7,0.0,0,1,0,0,0,0,0,1
H00423,1808,6,3,2,1,0,0,0.0,6.63,24,5.01,4.15,6.39,0,2.17,0.17,0.7,0,1,0,13.9,42.6,1,0,0,0,17.62,5.68,1,0,0,0,1,0,0,0,1,0,0,18.830000000000002,4.47875,10.414823008849558,6.409999999999999,3.0,3,0.0,0,0,0,0,0,1,0,0
H00424,690,2,5,3,2,0,0,0.0,4.26,24,7.64,2.3,9.16,1,0.53,0.59,0.63,1,0,0,10.1,49.5,11,1,0,1,18.84,14.66,0,0,0,0,1,0,0,1,0,0,0,15.95,3.5869999999999997,23.115942028985504,8.38,6.0,7,0.63,0,0,0,0,0,0,0,0
H00425,648,1,2,2,0,0,0,3.67,7.72,24,4.92,3.3,5.36,0,1.82,0.32,0.92,0,1,1,37.2,56.9,6,0,0,0,26.0,8.2,0,0,0,1,0,0,0,0,0,1,0,22.670000000000005,10.363,34.98456790123458,11.33,2.0,6,0.0,0,1,0,0,1,0,0,0
H00426,1211,4,3,1,2,0,1,0.0,6.29,24,2.69,6.87,7.78,0,1.16,0.32,0.0,0,0,0,19.3,86.8,9,0,0,0,20.7,6.58,1,0,0,0,0,0,0,0,0,1,0,17.330000000000002,2.4069499999999997,14.310487200660614,5.569999999999999,3.9000000000000004,1,0.0,0,0,1,0,0,0,0,1
H00427,1119,3,2,2,0,0,0,2.26,9.73,24,2.57,1.11,7.44,1,1.7,0.26,0.81,0,0,0,31.6,60.8,2,0,1,0,24.45,11.62,0,0,1,0,0,0,0,0,0,0,0,18.44,7.6503499999999995,16.47899910634495,7.800000000000001,2.4,7,0.0,0,0,0,1,1,0,0,0
H00428,1706,4,3,2,1,0,1,3.5,6.53,24,5.41,8.01,9.34,1,1.62,0.48,0.0,1,0,0,26.0,42.5,2,0,0,1,20.15,21.68,1,0,1,0,0,0,0,0,0,1,0,25.550000000000004,8.55235,14.97655334114889,3.55,3.9000000000000004,8,3.5,0,0,0,1,0,0,0,1
H00429,1050,4,2,1,1,0,1,0.0,5.84,24,5.48,6.98,7.47,1,1.48,0.23,1.31,0,0,0,19.7,50.8,12,0,0,0,23.18,9.31,0,0,0,0,1,0,0,0,0,0,1,21.32,5.4108,20.304761904761904,1.69,2.6,4,0.0,0,0,1,0,0,0,0,1
H00430,1873,6,2,2,0,0,0,6.98,8.02,24,6.42,3.92,8.82,1,1.1,0.66,0.25,0,0,0,42.5,44.6,6,1,0,0,16.45,19.92,0,1,0,1,0,0,1,0,0,0,0,27.350000000000005,14.0657,14.60224239188468,14.889999999999999,2.4,7,0.0,1,0,0,0,1,0,0,0
H00431,921,3,2,2,0,0,0,0.0,3.23,24,3.38,3.53,8.24,0,0.73,0.33,0.72,0,0,1,10.0,32.1,11,0,1,0,19.28,7.04,0,0,0,0,1,0,0,0,0,0,0,11.92,3.17555,12.942453854505972,10.189999999999998,2.4,3,0.0,0,0,0,0,1,0,0,0
H00432,1473,5,3,2,0,1,1,4.66,8.13,24,7.06,7.65,5.91,1,0.9,0.23,0.14,0,0,0,24.3,51.0,8,1,0,1,22.5,14.63,1,0,0,0,0,0,0,1,0,0,0,28.77,9.99575,19.531568228105904,1.7100000000000004,4.5,7,4.8,0,0,1,0,0,0,0,1
H00433,692,1,4,3,0,1,0,0.0,9.4,24,8.7,4.5,5.03,1,1.52,0.21,0.0,0,0,0,23.2,65.3,9,1,0,0,20.8,6.56,0,0,0,0,0,0,1,0,0,0,0,24.330000000000002,3.237,35.15895953757225,2.369999999999999,4.8,2,0.0,0,0,1,0,0,1,0,0
H00434,1071,4,5,3,1,1,0,3.65,10.82,24,7.27,3.93,7.52,0,1.43,0.4,0.02,0,0,1,33.6,81.7,3,1,1,0,19.7,12.4,1,0,1,0,0,0,0,1,0,0,0,27.52,8.8418,25.69561157796452,11.290000000000001,7.0,6,0.0,0,1,0,0,0,0,0,0
H00435,2565,7,3,1,2,0,0,0.0,6.4,24,4.87,2.26,5.82,1,1.72,0.17,1.52,1,0,0,7.6,64.5,1,0,0,0,22.4,19.62,0,1,0,0,1,1,0,0,0,0,0,16.94,5.6366,6.604288499025341,11.530000000000001,3.0,7,0.0,0,0,0,0,0,1,0,0
H00436,1801,6,4,3,1,0,0,3.23,8.47,24,0.46,6.09,9.35,1,2.2,0.52,0.61,0,0,0,23.0,79.0,8,0,0,0,17.28,15.19,1,0,0,0,0,0,0,0,1,0,0,21.58,9.385650000000002,11.98223209328151,3.6000000000000005,4.0,7,0.0,0,0,1,0,0,1,0,0
H00437,1522,5,6,3,2,1,0,1.72,5.32,24,5.11,4.38,9.29,1,0.72,0.34,0.08,0,0,0,33.1,56.4,6,0,0,0,22.46,9.52,1,0,0,1,0,0,0,0,0,0,0,17.669999999999998,4.8608,11.609724047306175,8.41,6.0,7,0.0,0,1,0,0,0,0,0,0
H00438,965,2,1,1,0,0,1,0.64,6.06,24,4.12,6.3,5.99,0,2.05,0.32,0.0,0,1,0,23.7,58.2,10,0,0,1,18.65,4.42,0,0,0,0,0,0,0,0,0,1,0,19.490000000000002,4.126,20.19689119170985,2.01,1.3,4,0.64,0,0,1,0,0,0,0,1
H00439,956,3,2,2,0,0,0,7.1,8.97,24,2.0,3.61,6.57,1,0.79,0.39,0.15,0,0,0,41.1,47.2,6,0,1,0,21.38,16.0,0,0,0,1,0,0,0,0,1,0,0,23.009999999999998,13.099849999999998,24.069037656903763,13.65,2.4,7,0.0,1,0,0,0,1,0,0,0
H00440,1039,2,4,3,1,0,1,0.0,4.01,24,6.29,6.8,7.46,1,1.19,0.4,0.07,0,0,0,18.0,54.7,12,0,0,0,19.48,6.01,0,0,0,0,1,1,0,0,0,0,0,18.76,2.85025,18.055822906641,3.27,5.2,4,0.0,0,0,1,0,0,0,1,0
H00441,1256,3,1,1,0,0,0,0.0,8.63,24,3.78,3.12,6.71,1,1.91,0.28,0.89,0,0,0,11.7,42.4,1,0,0,1,19.08,8.47,1,0,0,0,1,0,0,0,0,0,0,18.610000000000003,4.760949999999999,14.816878980891723,7.970000000000001,1.0,4,0.89,0,0,0,0,1,0,0,0
H00442,658,1,5,2,2,1,0,8.55,10.51,24,3.55,6.74,7.7,0,1.56,0.26,0.27,0,0,0,34.6,56.8,4,0,1,1,22.66,18.88,0,0,0,1,0,0,0,0,0,0,0,31.44,16.394650000000002,47.78115501519757,9.5,6.0,6,8.82,0,1,0,0,0,0,0,0
H00443,1105,4,3,1,2,0,0,0.32,6.72,24,3.72,4.55,4.69,1,1.39,0.62,0.03,1,0,0,27.0,42.8,3,0,0,0,20.13,14.17,1,0,1,0,0,0,0,0,0,0,1,17.35,3.4755,15.70135746606335,4.220000000000001,3.0,10,0.0,0,0,0,1,0,1,0,0
H00444,1708,5,2,1,1,0,0,4.28,8.01,24,2.2,3.61,7.85,1,0.91,0.31,0.8,0,1,0,25.1,52.3,10,0,0,1,20.78,10.27,1,0,0,0,0,0,0,0,0,0,0,20.119999999999997,10.111849999999999,11.779859484777518,2.4000000000000004,2.0,7,5.08,0,0,0,1,1,0,0,0
H00445,1800,6,2,1,0,1,0,8.03,10.92,24,3.26,3.04,6.83,1,1.21,0.29,0.57,0,1,0,39.9,65.5,6,0,0,1,19.03,15.3,1,0,0,1,0,0,0,0,0,0,1,27.32,15.7679,15.177777777777777,14.079999999999998,2.0,7,8.6,0,1,0,0,1,0,0,0
H00446,1176,4,6,3,2,1,1,9.27,7.05,24,7.23,7.11,10.65,0,1.26,0.41,0.67,1,1,0,36.6,58.4,5,1,1,0,17.67,23.27,1,0,0,1,0,0,0,1,0,0,0,33.0,18.36035,28.06122448979592,11.06,10.2,9,0.0,0,1,0,0,0,0,1,0
H00447,1672,4,4,2,2,0,0,6.71,7.68,24,6.57,5.13,7.62,1,1.2,0.43,0.88,0,0,0,41.0,45.5,5,1,1,0,20.24,20.66,1,0,0,1,0,0,0,1,0,0,0,28.599999999999998,14.7818,17.105263157894733,13.749999999999998,5.6,7,0.0,1,0,0,0,0,1,0,0
H00448,566,2,2,1,1,0,0,0.0,6.58,24,6.25,6.72,11.85,0,0.42,0.65,0.68,0,0,0,19.5,46.7,11,1,1,0,20.26,6.99,0,0,0,0,1,0,0,1,0,0,0,21.3,3.9767,37.63250883392226,2.0799999999999996,2.8,3,0.0,0,0,1,0,1,0,0,0
H00449,1526,5,2,1,1,0,0,0.51,9.43,24,6.43,1.94,4.92,1,0.52,0.67,0.0,0,0,1,25.1,59.3,3,1,1,0,23.23,7.71,1,0,1,0,0,0,0,1,0,0,0,19.5,3.42565,12.778505897771954,3.1000000000000005,2.8,5,0.0,0,0,0,1,1,0,0,0
H00450,924,2,2,2,0,0,0,6.58,6.12,24,5.82,1.85,5.34,1,1.62,0.16,0.37,0,0,1,34.3,37.7,5,0,0,0,16.33,16.7,0,0,0,1,0,0,0,0,0,1,0,22.520000000000003,13.169000000000002,24.372294372294377,9.839999999999998,2.0,7,0.0,0,1,0,0,1,0,0,0
H00451,1276,4,2,2,0,0,0,2.37,6.81,24,1.05,1.86,6.45,1,1.17,0.18,0.19,0,0,0,25.4,54.7,10,0,0,0,21.27,9.06,0,0,0,0,0,0,0,0,0,0,1,13.629999999999999,5.755850000000001,10.681818181818182,2.849999999999999,2.0,7,0.0,0,0,0,1,1,0,0,0
H00452,857,3,2,2,0,0,1,10.09,8.06,24,3.83,10.02,10.12,1,1.29,0.19,0.13,0,0,1,40.0,82.1,6,1,0,1,18.44,22.09,0,0,0,1,0,0,1,0,0,0,0,33.61,18.1792,39.218203033838975,15.809999999999999,3.0,7,10.22,1,0,0,0,0,0,0,1
H00453,1780,5,5,2,2,1,0,5.0,12.28,24,4.54,4.38,8.97,1,2.01,0.26,0.04,1,1,0,38.5,48.0,5,0,0,0,24.14,18.56,1,0,0,1,0,0,0,0,0,0,0,28.51,11.0373,16.016853932584272,11.749999999999998,5.0,10,0.0,0,1,0,0,0,0,0,0
H00454,832,2,2,2,0,0,0,0.0,10.23,24,3.02,4.68,6.01,1,0.87,0.43,0.0,0,0,0,15.5,62.4,1,0,0,1,19.17,5.89,0,0,0,0,1,0,0,0,1,0,0,19.23,2.51855,23.11298076923077,5.79,2.0,2,0.0,0,0,1,0,1,0,0,0
H00455,2565,7,3,2,0,1,0,0.63,6.93,24,3.6,5.34,7.05,1,1.47,0.42,0.3,0,0,0,22.5,74.5,10,0,0,0,16.19,10.0,0,1,0,0,0,0,0,0,0,0,0,18.69,4.35165,7.286549707602339,2.8000000000000003,3.0,7,0.0,0,0,1,0,0,1,0,0
H00456,794,3,5,3,2,0,0,2.2,8.31,24,6.71,3.98,9.52,0,0.71,0.28,0.0,0,0,0,23.8,66.8,2,0,0,0,20.07,9.33,0,0,1,0,0,0,0,0,0,1,0,22.190000000000005,5.701550000000001,27.9471032745592,2.9400000000000004,5.0,4,0.0,0,0,1,0,0,0,0,0
H00457,743,3,4,3,1,0,0,6.58,9.25,24,7.2,5.18,11.66,1,1.0,0.54,0.34,0,0,0,40.8,70.7,4,1,1,0,22.39,19.36,0,0,0,1,0,0,1,0,0,0,0,30.09,13.672550000000001,40.497981157469724,15.229999999999997,5.6,7,0.0,1,0,0,0,0,1,0,0
H00458,1326,3,4,3,1,0,0,1.19,5.28,24,4.82,5.41,8.57,1,1.19,0.36,1.28,0,0,1,14.9,54.3,11,0,0,1,23.02,11.24,1,0,0,0,1,0,0,0,0,0,1,19.530000000000005,6.872100000000001,14.72850678733032,5.3999999999999995,4.0,7,2.4699999999999998,0,0,0,0,0,1,0,0
H00459,566,1,6,3,2,1,0,3.73,7.41,24,7.25,5.27,7.71,1,1.3,0.43,0.03,0,0,0,25.1,59.5,3,1,0,1,19.53,13.02,0,0,1,0,0,0,1,0,0,0,0,25.42,8.74295,44.911660777385165,3.120000000000001,7.199999999999999,7,3.76,0,0,0,1,0,0,0,0
H00460,772,2,3,3,0,0,1,5.17,6.71,24,4.68,3.74,7.39,0,0.52,0.0,0.06,0,0,0,24.8,44.4,3,0,0,0,16.18,11.84,0,0,1,0,0,0,0,0,0,1,0,20.879999999999995,9.46065,27.046632124352325,2.5200000000000005,3.9000000000000004,5,0.0,0,0,1,0,0,0,0,1
H00461,1644,5,4,1,2,1,0,2.27,4.68,24,2.37,3.42,7.92,1,0.83,0.42,0.0,1,0,0,27.7,62.2,7,0,1,1,18.74,17.09,1,0,0,0,0,0,0,0,0,0,1,13.99,5.3247,8.509732360097324,5.21,4.8,8,2.27,0,0,0,1,0,1,0,0
H00462,1102,4,2,1,1,0,0,1.02,6.15,24,2.75,1.58,5.56,1,0.8,0.47,0.0,1,0,0,24.7,62.1,7,0,1,0,19.63,15.17,0,0,0,0,0,0,0,0,0,0,1,12.770000000000001,3.52505,11.588021778584393,3.0999999999999996,2.4,8,0.0,0,0,1,0,1,0,0,0
H00463,1094,4,2,1,1,0,0,1.32,9.77,24,2.96,3.21,4.52,0,0.36,0.12,0.23,0,1,0,24.6,64.0,2,0,0,0,25.83,5.54,0,0,1,0,0,0,0,0,1,0,0,17.970000000000002,4.07535,16.425959780621575,3.220000000000001,2.0,6,0.0,0,0,1,0,1,0,0,0
H00464,687,1,4,3,1,0,0,10.47,12.72,24,3.19,3.15,9.04,1,1.42,0.29,0.0,0,0,0,45.3,64.1,6,0,0,0,21.27,21.91,0,0,0,1,0,0,0,0,0,1,0,31.240000000000002,18.580000000000002,45.473071324599715,17.72,4.0,5,0.0,1,0,0,0,0,1,0,0
H00465,1452,5,2,1,1,0,0,2.14,6.47,24,5.01,0.0,5.07,1,1.38,0.12,0.39,1,0,0,24.8,49.4,8,1,0,0,20.75,16.84,1,0,0,0,0,0,0,1,0,0,0,15.51,6.1552500000000006,10.681818181818182,2.0200000000000005,2.4,10,0.0,0,0,1,0,1,0,0,0
H00466,858,3,5,3,1,1,0,3.79,7.71,24,3.64,1.87,8.82,1,1.97,0.11,0.0,0,0,0,27.6,70.9,8,0,0,1,18.33,12.12,0,0,0,0,0,0,0,0,0,1,0,19.09,8.34895,22.24941724941725,6.010000000000002,5.0,5,3.79,0,0,0,1,0,0,0,0
H00467,958,3,4,1,2,1,0,0.0,6.04,24,6.17,7.09,7.98,1,1.3,0.29,0.87,0,0,0,11.1,68.3,12,1,0,0,19.58,7.61,0,0,0,0,1,0,1,0,0,0,0,21.76,4.5584,22.71398747390397,9.459999999999999,4.8,4,0.0,0,0,0,0,0,1,0,0
H00468,1409,5,4,2,2,0,1,1.06,7.46,24,9.235,7.87,7.81,0,0.73,0.13,0.74,0,1,0,25.2,60.4,3,1,0,1,22.39,7.97,0,0,1,0,0,0,0,1,0,0,0,27.224999999999998,5.7287,19.3222143364088,3.2799999999999994,6.0,6,1.8,0,0,0,1,0,0,1,0
H00469,1118,4,3,1,2,0,1,4.5,10.22,24,3.54,4.81,6.46,1,1.82,0.39,1.2,1,0,0,27.6,27.8,8,0,0,1,23.78,22.96,0,0,0,0,0,0,0,0,0,1,0,26.48,12.392100000000001,23.68515205724508,6.140000000000001,3.9000000000000004,10,5.7,0,0,0,1,0,0,0,1
H00470,2064,5,1,1,0,0,0,0.48,7.22,24,2.45,1.73,6.16,0,1.91,0.28,0.0,0,0,1,21.2,57.0,7,0,0,1,23.82,6.93,0,1,0,0,0,0,0,0,0,1,0,14.069999999999999,3.3787999999999996,6.816860465116278,1.2600000000000007,1.0,4,0.48,0,0,1,0,1,0,0,0
H00471,2565,7,4,3,1,0,1,0.0,6.93,24,4.82,7.89,8.07,1,2.08,0.37,0.0,0,1,0,23.9,68.9,10,0,0,1,21.74,8.56,0,1,0,0,0,1,0,0,0,0,0,22.09,3.4791499999999997,8.612085769980506,3.2199999999999998,5.2,2,0.0,0,0,1,0,0,0,1,0
H00472,1527,4,5,3,1,1,1,3.41,3.89,24,4.63,8.89,8.12,1,1.61,0.53,0.05,1,0,1,23.8,66.7,10,0,0,1,16.72,20.53,1,0,0,0,0,1,0,0,0,0,0,23.01,8.34665,15.06876227897839,2.9300000000000006,6.5,10,3.46,0,0,1,0,0,0,1,0
H00473,373,1,4,2,2,0,0,0.74,5.82,24,2.31,5.21,8.1,1,1.16,0.41,0.0,0,0,0,19.6,63.1,9,0,0,1,24.65,6.74,1,0,0,0,0,0,0,0,1,0,0,15.650000000000002,3.4520999999999997,41.957104557640754,2.9899999999999993,4.0,5,0.74,0,0,1,0,0,1,0,0
H00474,1860,5,2,1,1,0,1,9.08,11.97,24,4.31,4.39,6.74,1,1.77,0.47,0.42,0,0,0,41.4,49.9,5,0,0,0,25.32,23.43,1,0,0,1,0,0,0,0,0,0,1,32.41,17.94365,17.424731182795696,13.589999999999998,2.6,7,0.0,1,0,0,0,0,0,0,1
H00475,1432,4,2,2,0,0,1,1.02,7.87,24,6.32,4.55,5.35,0,1.2,0.41,0.0,0,0,0,23.0,51.6,8,0,0,0,20.03,7.26,1,0,0,0,0,0,0,0,0,0,1,21.37,4.41725,14.9231843575419,0.8600000000000001,2.6,4,0.0,0,0,1,0,0,0,0,1
H00476,1444,5,2,1,1,0,0,0.0,6.26,24,3.21,3.63,6.38,1,1.48,0.42,0.0,0,0,0,18.8,60.3,8,0,0,0,26.71,7.63,1,0,0,0,0,0,0,0,0,1,0,14.999999999999998,2.6222999999999996,10.387811634349028,3.269999999999999,2.0,2,0.0,0,0,1,0,1,0,0,0
H00477,836,3,4,3,1,0,1,3.11,6.58,24,9.235,6.97,7.78,1,1.16,0.21,0.0,0,0,0,23.8,48.8,2,1,0,0,20.68,12.64,0,0,1,0,0,0,1,0,0,0,0,27.264999999999997,7.622199999999999,32.61363636363636,1.3800000000000008,6.0,5,0.0,0,0,1,0,0,0,1,0
H00478,1609,5,5,2,2,1,0,5.04,11.15,24,4.8,4.64,7.59,1,1.84,0.45,0.45,0,0,0,39.2,67.7,5,0,0,0,27.32,15.0,1,0,0,1,0,0,0,0,0,0,0,28.37,11.974650000000002,17.632069608452454,13.810000000000002,5.0,7,0.0,0,1,0,0,0,0,0,0
H00479,837,3,2,1,0,1,0,1.86,3.76,24,4.35,5.76,6.72,1,0.84,0.18,1.07,0,0,0,13.0,65.8,11,0,0,1,30.281250000000004,11.07,0,0,0,0,1,1,0,0,0,0,0,17.82,6.838600000000001,21.29032258064516,7.88,2.0,7,2.93,0,0,0,0,1,0,0,0
H00480,2063,5,1,1,0,0,0,0.0,5.57,24,3.56,3.23,7.85,0,1.42,0.46,0.97,0,0,0,17.1,35.4,1,0,0,1,23.26,8.29,1,0,0,0,1,0,0,0,0,1,0,15.210000000000003,4.52455,7.37275811924382,4.889999999999999,1.0,3,0.97,0,0,1,0,1,0,0,0
H00481,1161,3,3,3,0,0,1,0.0,5.42,24,3.97,5.0,7.95,1,1.61,0.46,0.0,0,0,0,17.3,71.4,8,0,0,1,21.37,6.44,1,0,0,0,0,0,0,0,0,1,0,16.46,2.863,14.17743324720069,5.43,3.9000000000000004,2,0.0,0,0,1,0,0,0,0,1
H00482,770,3,3,2,1,0,1,4.24,13.14,24,6.82,4.46,4.55,1,1.16,0.2,0.28,0,0,1,34.5,44.9,6,0,0,0,27.2,12.21,0,0,0,1,0,0,0,0,0,0,1,30.300000000000004,9.9651,39.350649350649356,9.26,3.9000000000000004,7,0.0,0,1,0,0,0,0,0,1
H00483,1575,5,2,2,0,0,0,1.17,8.64,24,3.57,4.74,8.03,1,1.9,0.11,0.0,0,1,0,26.9,25.1,10,1,0,0,27.09,6.0,1,0,0,0,0,0,1,0,0,0,0,20.13,4.601399999999999,12.78095238095238,5.919999999999999,2.4,5,0.0,0,0,0,1,1,0,0,0
H00484,1045,2,3,2,0,1,1,0.0,7.35,24,4.15,4.07,3.63,1,1.93,0.18,0.1,0,0,0,20.6,67.0,10,0,0,0,20.34,6.22,0,0,0,0,0,0,0,0,0,0,1,17.78,3.0739500000000004,17.01435406698565,2.6799999999999993,3.9000000000000004,4,0.0,0,0,1,0,0,0,0,1
H00485,1469,5,3,1,2,0,0,2.54,8.42,24,3.02,3.9,5.36,0,1.45,0.39,0.36,0,0,0,27.6,28.2,9,0,0,0,24.85,10.89,1,0,0,0,0,0,0,0,0,0,0,20.08,7.252999999999999,13.669162695711368,6.100000000000001,3.0,6,0.0,0,0,0,1,0,1,0,0
H00486,849,2,3,1,2,0,0,1.69,6.25,24,3.45,2.96,8.98,1,1.07,0.24,0.62,0,1,0,14.1,44.5,11,0,0,0,24.17,6.38,0,0,0,0,1,0,0,0,1,0,0,16.28,5.8568500000000006,19.175500588928152,6.08,3.0,7,0.0,0,0,0,0,0,1,0,0
H00487,1135,3,5,3,1,1,1,0.99,8.46,24,6.02,9.35,6.51,1,0.63,0.51,0.34,0,0,0,23.9,40.0,7,1,0,1,24.11,8.9,0,0,0,0,0,0,0,1,0,0,0,26.3,5.047,23.17180616740088,2.329999999999999,7.5,7,1.33,0,0,1,0,0,0,1,0
H00488,987,3,4,3,1,0,0,0.0,4.01,24,5.45,2.41,5.87,1,1.91,0.17,1.03,0,0,0,15.7,74.2,11,1,0,1,21.92,8.44,0,0,0,0,1,0,1,0,0,0,0,14.98,4.68685,15.177304964539006,6.83,4.8,4,1.03,0,0,1,0,0,1,0,0
H00489,1058,4,1,1,0,0,0,5.73,10.84,24,2.05,5.08,6.63,1,1.35,0.07,0.0,1,0,0,36.6,42.2,5,0,0,1,23.36,23.81,0,0,0,1,0,0,0,0,1,0,0,25.120000000000005,11.014300000000002,23.742911153119096,11.0,1.0,8,5.73,0,1,0,0,1,0,0,0
H00490,1045,3,4,3,1,0,0,0.0,6.7,24,6.74,3.46,7.85,1,1.56,0.41,1.06,0,0,1,12.9,72.1,11,0,0,0,21.66,9.24,0,0,0,0,1,0,0,0,0,1,0,19.93,5.1661,19.071770334928228,8.579999999999998,4.0,4,0.0,0,0,0,0,0,1,0,0
H00491,1199,3,2,1,1,0,1,6.81,10.9,24,6.45,8.65,4.64,1,0.78,0.24,0.0,0,0,0,38.0,61.6,4,0,0,0,23.3,16.06,0,0,0,1,0,0,0,0,1,0,0,33.830000000000005,13.069500000000001,28.21517931609675,12.36,2.6,5,0.0,0,1,0,0,0,0,0,1
H00492,848,3,2,1,1,0,0,4.64,7.87,24,3.23,2.48,6.18,1,0.76,0.16,1.13,0,0,0,36.9,55.7,6,0,0,1,22.67,14.2,0,0,0,1,0,0,0,0,0,0,1,20.27,11.04405,23.903301886792455,10.999999999999998,2.0,7,5.77,0,1,0,0,1,0,0,0
H00493,579,2,3,1,1,1,0,0.0,2.14,24,5.18,0.5,6.13,1,0.5,0.3,1.44,0,0,0,14.2,24.5,12,1,0,0,21.79,7.45,0,0,0,0,1,0,1,0,0,0,0,10.06,4.323499999999999,17.37478411053541,8.01,3.5999999999999996,4,0.0,0,0,0,0,0,1,0,0
